"DB_ID","Pathway source","Pathway ID","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","Pathway associated genes","p_value","fdr","Pathway"
"GO_BP","biological_process","GO:0040017",19,570,9606,"9606.ENSP00000217289,9606.ENSP00000231721,9606.ENSP00000262426,9606.ENSP00000305416,9606.ENSP00000313172,9606.ENSP00000321108,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000345681,9606.ENSP00000348278,9606.ENSP00000349541,9606.ENSP00000356437,9606.ENSP00000364210,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000383376,9606.ENSP00000434034,9606.ENSP00000457421,9606.ENSP00000497290","FERMT1,SEMA3G,FOXF1,S1PR1,BVES,SPOCK2,CAV1,FERMT2,GATA2,STK39,CAVIN1,SASH1,AGER,TEK,SEMA5A,JAM2,FZD4,PECAM1,CDH5",1.35e-05,0.0064,"Positive regulation of locomotion"
"GO_BP","biological_process","GO:0065008",64,3654,9606,"9606.ENSP00000161559,9606.ENSP00000222145,9606.ENSP00000222693,9606.ENSP00000231721,9606.ENSP00000253796,9606.ENSP00000257566,9606.ENSP00000262158,9606.ENSP00000263257,9606.ENSP00000263734,9606.ENSP00000272895,9606.ENSP00000279022,9606.ENSP00000280187,9606.ENSP00000288955,9606.ENSP00000289382,9606.ENSP00000296420,9606.ENSP00000296695,9606.ENSP00000298159,9606.ENSP00000305416,9606.ENSP00000306490,9606.ENSP00000306772,9606.ENSP00000311502,9606.ENSP00000313172,9606.ENSP00000325674,9606.ENSP00000328923,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000345681,9606.ENSP00000347712,9606.ENSP00000348278,9606.ENSP00000349259,9606.ENSP00000352540,9606.ENSP00000354080,9606.ENSP00000355026,9606.ENSP00000356214,9606.ENSP00000356540,9606.ENSP00000357073,9606.ENSP00000359245,9606.ENSP00000362442,9606.ENSP00000364210,9606.ENSP00000366416,9606.ENSP00000368720,9606.ENSP00000368727,9606.ENSP00000368966,9606.ENSP00000369375,9606.ENSP00000369442,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000377520,9606.ENSP00000378517,9606.ENSP00000379087,9606.ENSP00000383376,9606.ENSP00000384949,9606.ENSP00000385235,9606.ENSP00000386213,9606.ENSP00000392105,9606.ENSP00000415743,9606.ENSP00000423014,9606.ENSP00000432568,9606.ENSP00000433560,9606.ENSP00000434034,9606.ENSP00000447488,9606.ENSP00000457421,9606.ENSP00000482841,9606.ENSP00000497290","CEACAM1,RASIP1,CAV2,SEMA3G,RAMP2,TBX3,SMAD7,NOVA2,EPAS1,ABCA12,MYL9,GPM6A,GRHL3,CNOT11,EMCN,SPINK1,CFL2,S1PR1,CHRM1,LDB2,HEG1,BVES,EXOC3L1,KANK3,CAV1,FERMT2,GATA2,C2CD4A,STK39,SPTBN1,EMP2,SCUBE1,ARHGEF15,MYCT1,STX11,IGSF9,ABCA4,ARHGAP40,AGER,EDNRB,PLEKHN1,XDH,TRPC3,TEK,KL,SEMA5A,ACVRL1,SYT12,SPP1,ADM2,JAM2,PYCR1,LARGE2,MYO3B,INAVA,CD36,OCIAD2,SPTBN2,CRYAB,FZD4,LIN7A,PECAM1,CRABP2,CDH5",1.41e-05,0.0065,"Regulation of biological quality"
"GO_BP","biological_process","GO:0010594",10,169,9606,"9606.ENSP00000161559,9606.ENSP00000338785,9606.ENSP00000345681,9606.ENSP00000352540,9606.ENSP00000356437,9606.ENSP00000361097,9606.ENSP00000368664,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000373574","CEACAM1,STARD13,GATA2,EMP2,SASH1,MMRN2,RGCC,TEK,SEMA5A,ACVRL1",1.87e-05,0.0084,"Regulation of endothelial cell migration"
"GO_BP","biological_process","GO:0043114",6,48,9606,"9606.ENSP00000161559,9606.ENSP00000253796,9606.ENSP00000342858,9606.ENSP00000347712,9606.ENSP00000369375,9606.ENSP00000497290","CEACAM1,RAMP2,FERMT2,C2CD4A,TEK,CDH5",2e-05,0.0087,"Regulation of vascular permeability"
"GO_BP","biological_process","GO:0060249",13,296,9606,"9606.ENSP00000263734,9606.ENSP00000272895,9606.ENSP00000298159,9606.ENSP00000306772,9606.ENSP00000339191,9606.ENSP00000345681,9606.ENSP00000348278,9606.ENSP00000359245,9606.ENSP00000383376,9606.ENSP00000385235,9606.ENSP00000392105,9606.ENSP00000457421,9606.ENSP00000497290","EPAS1,ABCA12,CFL2,LDB2,CAV1,GATA2,STK39,ABCA4,JAM2,LARGE2,INAVA,PECAM1,CDH5",2.24e-05,0.0095,"Anatomical structure homeostasis"
"GO_BP","biological_process","GO:0001885",6,50,9606,"9606.ENSP00000304945,9606.ENSP00000311502,9606.ENSP00000348828,9606.ENSP00000364163,9606.ENSP00000366416,9606.ENSP00000457421","ROBO4,HEG1,ARHGEF26,NOTCH4,EDNRB,PECAM1",2.48e-05,0.0099,"Endothelial cell development"
"GO_BP","biological_process","GO:0050793",48,2492,9606,"9606.ENSP00000161559,9606.ENSP00000215743,9606.ENSP00000217289,9606.ENSP00000221992,9606.ENSP00000231721,9606.ENSP00000253796,9606.ENSP00000257566,9606.ENSP00000262158,9606.ENSP00000264257,9606.ENSP00000272895,9606.ENSP00000288955,9606.ENSP00000298925,9606.ENSP00000305416,9606.ENSP00000313172,9606.ENSP00000320092,9606.ENSP00000321108,9606.ENSP00000321835,9606.ENSP00000326888,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000345681,9606.ENSP00000352540,9606.ENSP00000355026,9606.ENSP00000356437,9606.ENSP00000361097,9606.ENSP00000363149,9606.ENSP00000363654,9606.ENSP00000364163,9606.ENSP00000364210,9606.ENSP00000366416,9606.ENSP00000368664,9606.ENSP00000368727,9606.ENSP00000369375,9606.ENSP00000369442,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000378517,9606.ENSP00000379087,9606.ENSP00000383376,9606.ENSP00000384222,9606.ENSP00000415743,9606.ENSP00000434034,9606.ENSP00000450244,9606.ENSP00000465638,9606.ENSP00000479243,9606.ENSP00000482841,9606.ENSP00000490187,9606.ENSP00000497290","CEACAM1,MMP11,FERMT1,CEACAM5,SEMA3G,RAMP2,TBX3,SMAD7,IL1RL2,ABCA12,GRHL3,NELL1,S1PR1,BVES,SH3GL3,SPOCK2,ETV4,LIMS2,CAV1,FERMT2,GATA2,EMP2,ARHGEF15,SASH1,MMRN2,SPDEF,PALM2AKAP2,NOTCH4,AGER,EDNRB,RGCC,XDH,TEK,KL,SEMA5A,ACVRL1,SPP1,ADM2,JAM2,WWC2,CD36,FZD4,RASAL1,TMEM100,ECSCR,CRABP2,SPAAR,CDH5",2.4e-05,0.0099,"Regulation of developmental process"
"GO_BP","biological_process","GO:0098609",18,542,9606,"9606.ENSP00000161559,9606.ENSP00000221992,9606.ENSP00000231484,9606.ENSP00000262426,9606.ENSP00000263735,9606.ENSP00000275954,9606.ENSP00000279022,9606.ENSP00000296420,9606.ENSP00000304945,9606.ENSP00000313172,9606.ENSP00000324302,9606.ENSP00000326888,9606.ENSP00000345359,9606.ENSP00000356991,9606.ENSP00000357073,9606.ENSP00000383376,9606.ENSP00000457421,9606.ENSP00000497290","CEACAM1,CEACAM5,PCDH12,FOXF1,EPCAM,TMEM47,MYL9,EMCN,ROBO4,BVES,STXBP6,LIMS2,PODXL2,NECTIN4,IGSF9,JAM2,PECAM1,CDH5",2.4e-05,0.0099,"Cell-cell adhesion"
"GO_BP","biological_process","GO:0048468",37,1719,9606,"9606.ENSP00000222693,9606.ENSP00000231484,9606.ENSP00000231721,9606.ENSP00000252971,9606.ENSP00000253796,9606.ENSP00000257566,9606.ENSP00000263257,9606.ENSP00000263734,9606.ENSP00000272895,9606.ENSP00000279022,9606.ENSP00000280187,9606.ENSP00000284073,9606.ENSP00000296695,9606.ENSP00000297508,9606.ENSP00000298159,9606.ENSP00000304945,9606.ENSP00000311502,9606.ENSP00000313172,9606.ENSP00000320295,9606.ENSP00000326018,9606.ENSP00000342858,9606.ENSP00000345681,9606.ENSP00000348828,9606.ENSP00000355094,9606.ENSP00000357073,9606.ENSP00000358365,9606.ENSP00000363149,9606.ENSP00000364163,9606.ENSP00000364210,9606.ENSP00000366416,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000383376,9606.ENSP00000414378,9606.ENSP00000431012,9606.ENSP00000434034,9606.ENSP00000457421","CAV2,PCDH12,SEMA3G,MNX1,RAMP2,TBX3,NOVA2,EPAS1,ABCA12,MYL9,GPM6A,MSI2,SPINK1,MICALL2,CFL2,ROBO4,HEG1,BVES,TUBB3,PRX,FERMT2,GATA2,ARHGEF26,QKI,IGSF9,NRAP,SPDEF,NOTCH4,AGER,EDNRB,TEK,SEMA5A,JAM2,EFNA4,ARHGEF10,FZD4,PECAM1",2.65e-05,0.0101,"Cell development"
"GO_BP","biological_process","GO:0007507",18,548,9606,"9606.ENSP00000253796,9606.ENSP00000257566,9606.ENSP00000261797,9606.ENSP00000262158,9606.ENSP00000262426,9606.ENSP00000262659,9606.ENSP00000305416,9606.ENSP00000311502,9606.ENSP00000312634,9606.ENSP00000313172,9606.ENSP00000352540,9606.ENSP00000354080,9606.ENSP00000358365,9606.ENSP00000369375,9606.ENSP00000373574,9606.ENSP00000376177,9606.ENSP00000377823,9606.ENSP00000465638","RAMP2,TBX3,NDST1,SMAD7,FOXF1,CCM2L,S1PR1,HEG1,PDLIM2,BVES,EMP2,SCUBE1,NRAP,TEK,ACVRL1,CALCRL,NDRG4,TMEM100",2.77e-05,0.0103,"Heart development"
"GO_BP","biological_process","GO:0060429",27,1069,9606,"9606.ENSP00000161559,9606.ENSP00000222145,9606.ENSP00000257566,9606.ENSP00000262158,9606.ENSP00000262426,9606.ENSP00000263734,9606.ENSP00000263735,9606.ENSP00000272895,9606.ENSP00000288955,9606.ENSP00000304945,9606.ENSP00000305416,9606.ENSP00000306772,9606.ENSP00000311502,9606.ENSP00000338785,9606.ENSP00000339191,9606.ENSP00000345681,9606.ENSP00000348828,9606.ENSP00000354080,9606.ENSP00000363149,9606.ENSP00000364163,9606.ENSP00000366416,9606.ENSP00000367608,9606.ENSP00000373574,9606.ENSP00000377823,9606.ENSP00000385545,9606.ENSP00000457421,9606.ENSP00000465638","CEACAM1,RASIP1,TBX3,SMAD7,FOXF1,EPAS1,EPCAM,ABCA12,GRHL3,ROBO4,S1PR1,LDB2,HEG1,STARD13,CAV1,GATA2,ARHGEF26,SCUBE1,SPDEF,NOTCH4,EDNRB,CA9,ACVRL1,NDRG4,KIF26B,PECAM1,TMEM100",2.8e-05,0.0103,"Epithelium development"
"GO_BP","biological_process","GO:0071711",5,30,9606,"9606.ENSP00000215743,9606.ENSP00000217289,9606.ENSP00000222693,9606.ENSP00000253796,9606.ENSP00000339191","MMP11,FERMT1,CAV2,RAMP2,CAV1",2.92e-05,0.0103,"Basement membrane organization"
"GO_BP","biological_process","GO:2000026",32,1389,9606,"9606.ENSP00000161559,9606.ENSP00000217289,9606.ENSP00000231721,9606.ENSP00000253796,9606.ENSP00000257566,9606.ENSP00000262158,9606.ENSP00000264257,9606.ENSP00000272895,9606.ENSP00000298925,9606.ENSP00000305416,9606.ENSP00000321835,9606.ENSP00000339191,9606.ENSP00000345681,9606.ENSP00000352540,9606.ENSP00000356437,9606.ENSP00000361097,9606.ENSP00000364163,9606.ENSP00000364210,9606.ENSP00000368664,9606.ENSP00000368727,9606.ENSP00000369375,9606.ENSP00000369442,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000378517,9606.ENSP00000379087,9606.ENSP00000383376,9606.ENSP00000465638,9606.ENSP00000479243,9606.ENSP00000482841,9606.ENSP00000490187,9606.ENSP00000497290","CEACAM1,FERMT1,SEMA3G,RAMP2,TBX3,SMAD7,IL1RL2,ABCA12,NELL1,S1PR1,ETV4,CAV1,GATA2,EMP2,SASH1,MMRN2,NOTCH4,AGER,RGCC,XDH,TEK,KL,SEMA5A,ACVRL1,SPP1,ADM2,JAM2,TMEM100,ECSCR,CRABP2,SPAAR,CDH5",2.83e-05,0.0103,"Regulation of multicellular organismal development"
"GO_BP","biological_process","GO:2000147",18,555,9606,"9606.ENSP00000217289,9606.ENSP00000231721,9606.ENSP00000262426,9606.ENSP00000305416,9606.ENSP00000321108,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000345681,9606.ENSP00000348278,9606.ENSP00000349541,9606.ENSP00000356437,9606.ENSP00000364210,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000383376,9606.ENSP00000434034,9606.ENSP00000457421,9606.ENSP00000497290","FERMT1,SEMA3G,FOXF1,S1PR1,SPOCK2,CAV1,FERMT2,GATA2,STK39,CAVIN1,SASH1,AGER,TEK,SEMA5A,JAM2,FZD4,PECAM1,CDH5",3.25e-05,0.0111,"Positive regulation of cell motility"
"GO_BP","biological_process","GO:2000352",5,31,9606,"9606.ENSP00000253796,9606.ENSP00000345681,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000497290","RAMP2,GATA2,TEK,SEMA5A,CDH5",3.36e-05,0.0112,"Negative regulation of endothelial cell apoptotic process"
"GO_BP","biological_process","GO:0032970",15,406,9606,"9606.ENSP00000288955,9606.ENSP00000298159,9606.ENSP00000305416,9606.ENSP00000328923,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000349259,9606.ENSP00000355026,9606.ENSP00000362442,9606.ENSP00000368664,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000386213,9606.ENSP00000431012,9606.ENSP00000432568","GRHL3,CFL2,S1PR1,KANK3,CAV1,FERMT2,SPTBN1,ARHGEF15,ARHGAP40,RGCC,TEK,SEMA5A,MYO3B,ARHGEF10,SPTBN2",3.67e-05,0.012,"Regulation of actin filament-based process"
"GO_BP","biological_process","GO:0001935",5,33,9606,"9606.ENSP00000222693,9606.ENSP00000339191,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000373574","CAV2,CAV1,TEK,SEMA5A,ACVRL1",4.4e-05,0.0141,"Endothelial cell proliferation"
"GO_BP","biological_process","GO:0032956",14,365,9606,"9606.ENSP00000288955,9606.ENSP00000298159,9606.ENSP00000305416,9606.ENSP00000328923,9606.ENSP00000342858,9606.ENSP00000349259,9606.ENSP00000355026,9606.ENSP00000362442,9606.ENSP00000368664,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000386213,9606.ENSP00000431012,9606.ENSP00000432568","GRHL3,CFL2,S1PR1,KANK3,FERMT2,SPTBN1,ARHGEF15,ARHGAP40,RGCC,TEK,SEMA5A,MYO3B,ARHGEF10,SPTBN2",4.55e-05,0.0143,"Regulation of actin cytoskeleton organization"
"GO_BP","biological_process","GO:0002064",10,190,9606,"9606.ENSP00000263734,9606.ENSP00000272895,9606.ENSP00000304945,9606.ENSP00000311502,9606.ENSP00000345681,9606.ENSP00000348828,9606.ENSP00000363149,9606.ENSP00000364163,9606.ENSP00000366416,9606.ENSP00000457421","EPAS1,ABCA12,ROBO4,HEG1,GATA2,ARHGEF26,SPDEF,NOTCH4,EDNRB,PECAM1",4.82e-05,0.0148,"Epithelial cell development"
"GO_BP","biological_process","GO:0002040",6,58,9606,"9606.ENSP00000253796,9606.ENSP00000353013,9606.ENSP00000361097,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000373574","RAMP2,CLEC14A,MMRN2,TEK,SEMA5A,ACVRL1",5.34e-05,0.0161,"Sprouting angiogenesis"
"GO_BP","biological_process","GO:0050878",14,371,9606,"9606.ENSP00000161559,9606.ENSP00000272895,9606.ENSP00000279022,9606.ENSP00000288955,9606.ENSP00000296695,9606.ENSP00000306490,9606.ENSP00000311502,9606.ENSP00000339191,9606.ENSP00000348278,9606.ENSP00000352540,9606.ENSP00000354080,9606.ENSP00000366416,9606.ENSP00000368727,9606.ENSP00000415743","CEACAM1,ABCA12,MYL9,GRHL3,SPINK1,CHRM1,HEG1,CAV1,STK39,EMP2,SCUBE1,EDNRB,XDH,CD36",5.38e-05,0.0161,"Regulation of body fluid levels"
"GO_BP","biological_process","GO:1990410",3,5,9606,"9606.ENSP00000242249,9606.ENSP00000253796,9606.ENSP00000376177","RAMP3,RAMP2,CALCRL",5.97e-05,0.0173,"Adrenomedullin receptor signaling pathway"
"GO_BP","biological_process","GO:0001667",10,197,9606,"9606.ENSP00000217289,9606.ENSP00000231721,9606.ENSP00000338785,9606.ENSP00000352540,9606.ENSP00000353013,9606.ENSP00000361097,9606.ENSP00000366416,9606.ENSP00000371936,9606.ENSP00000387739,9606.ENSP00000497290","FERMT1,SEMA3G,STARD13,EMP2,CLEC14A,MMRN2,EDNRB,SEMA5A,AMOTL1,CDH5",6.43e-05,0.0183,"Ameboidal-type cell migration"
"GO_BP","biological_process","GO:0051145",5,37,9606,"9606.ENSP00000253796,9606.ENSP00000257566,9606.ENSP00000262426,9606.ENSP00000355094,9606.ENSP00000366416","RAMP2,TBX3,FOXF1,QKI,EDNRB",7.21e-05,0.0202,"Smooth muscle cell differentiation"
"GO_BP","biological_process","GO:0045765",12,288,9606,"9606.ENSP00000161559,9606.ENSP00000253796,9606.ENSP00000345681,9606.ENSP00000352540,9606.ENSP00000356437,9606.ENSP00000368664,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000379087,9606.ENSP00000479243,9606.ENSP00000497290","CEACAM1,RAMP2,GATA2,EMP2,SASH1,RGCC,TEK,SEMA5A,ACVRL1,ADM2,ECSCR,CDH5",7.55e-05,0.0208,"Regulation of angiogenesis"
"GO_BP","biological_process","GO:0003007",11,247,9606,"9606.ENSP00000257566,9606.ENSP00000262158,9606.ENSP00000262426,9606.ENSP00000262659,9606.ENSP00000305416,9606.ENSP00000311502,9606.ENSP00000352540,9606.ENSP00000369375,9606.ENSP00000373574,9606.ENSP00000377823,9606.ENSP00000465638","TBX3,SMAD7,FOXF1,CCM2L,S1PR1,HEG1,EMP2,TEK,ACVRL1,NDRG4,TMEM100",8.58e-05,0.0232,"Heart morphogenesis"
"GO_BP","biological_process","GO:0010811",8,128,9606,"9606.ENSP00000217289,9606.ENSP00000262426,9606.ENSP00000321108,9606.ENSP00000326888,9606.ENSP00000342858,9606.ENSP00000352540,9606.ENSP00000369375,9606.ENSP00000415743","FERMT1,FOXF1,SPOCK2,LIMS2,FERMT2,EMP2,TEK,CD36",9.01e-05,0.0232,"Positive regulation of cell-substrate adhesion"
"GO_BP","biological_process","GO:0044854",3,6,9606,"9606.ENSP00000222693,9606.ENSP00000339191,9606.ENSP00000352540","CAV2,CAV1,EMP2",8.89e-05,0.0232,"Plasma membrane raft assembly"
"GO_BP","biological_process","GO:0045766",9,166,9606,"9606.ENSP00000253796,9606.ENSP00000345681,9606.ENSP00000352540,9606.ENSP00000356437,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000379087,9606.ENSP00000497290","RAMP2,GATA2,EMP2,SASH1,TEK,SEMA5A,ACVRL1,ADM2,CDH5",9.29e-05,0.0235,"Positive regulation of angiogenesis"
"GO_BP","biological_process","GO:0043408",19,668,9606,"9606.ENSP00000161559,9606.ENSP00000222693,9606.ENSP00000242249,9606.ENSP00000244565,9606.ENSP00000261797,9606.ENSP00000266085,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000348278,9606.ENSP00000356437,9606.ENSP00000364210,9606.ENSP00000368727,9606.ENSP00000369375,9606.ENSP00000369442,9606.ENSP00000377823,9606.ENSP00000392105,9606.ENSP00000415743,9606.ENSP00000434034,9606.ENSP00000494162","CEACAM1,CAV2,RAMP3,UNC5CL,NDST1,TIMP3,CAV1,FERMT2,STK39,SASH1,AGER,XDH,TEK,KL,NDRG4,INAVA,CD36,FZD4,CBLC",0.00011,0.0263,"Regulation of MAPK cascade"
"GO_BP","biological_process","GO:0001932",26,1108,9606,"9606.ENSP00000161559,9606.ENSP00000222145,9606.ENSP00000242249,9606.ENSP00000262158,9606.ENSP00000296695,9606.ENSP00000311502,9606.ENSP00000317817,9606.ENSP00000318270,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000352540,9606.ENSP00000356437,9606.ENSP00000356906,9606.ENSP00000361214,9606.ENSP00000364210,9606.ENSP00000365528,9606.ENSP00000366416,9606.ENSP00000368664,9606.ENSP00000368727,9606.ENSP00000369375,9606.ENSP00000373574,9606.ENSP00000415743,9606.ENSP00000434034,9606.ENSP00000457421,9606.ENSP00000494162,9606.ENSP00000497290","CEACAM1,RASIP1,RAMP3,SMAD7,SPINK1,HEG1,SH2D3C,PROM2,CAV1,FERMT2,EMP2,SASH1,SH2D1B,NRG3,AGER,PTPRH,EDNRB,RGCC,XDH,TEK,ACVRL1,CD36,FZD4,PECAM1,CBLC,CDH5",0.00013,0.0312,"Regulation of protein phosphorylation"
"GO_BP","biological_process","GO:0022603",23,920,9606,"9606.ENSP00000161559,9606.ENSP00000231721,9606.ENSP00000253796,9606.ENSP00000288955,9606.ENSP00000313172,9606.ENSP00000326888,9606.ENSP00000342858,9606.ENSP00000345681,9606.ENSP00000352540,9606.ENSP00000356437,9606.ENSP00000361097,9606.ENSP00000363654,9606.ENSP00000368664,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000373574,9606.ENSP00000378517,9606.ENSP00000379087,9606.ENSP00000434034,9606.ENSP00000450244,9606.ENSP00000479243,9606.ENSP00000482841,9606.ENSP00000497290","CEACAM1,SEMA3G,RAMP2,GRHL3,BVES,LIMS2,FERMT2,GATA2,EMP2,SASH1,MMRN2,PALM2AKAP2,RGCC,TEK,SEMA5A,ACVRL1,SPP1,ADM2,FZD4,RASAL1,ECSCR,CRABP2,CDH5",0.00013,0.0312,"Regulation of anatomical structure morphogenesis"
"GO_BP","biological_process","GO:0045216",9,174,9606,"9606.ENSP00000253796,9606.ENSP00000262158,9606.ENSP00000297508,9606.ENSP00000311502,9606.ENSP00000326888,9606.ENSP00000342858,9606.ENSP00000392105,9606.ENSP00000457421,9606.ENSP00000497290","RAMP2,SMAD7,MICALL2,HEG1,LIMS2,FERMT2,INAVA,PECAM1,CDH5",0.00013,0.0312,"Cell-cell junction organization"
"GO_BP","biological_process","GO:0010810",10,217,9606,"9606.ENSP00000217289,9606.ENSP00000262426,9606.ENSP00000321108,9606.ENSP00000326888,9606.ENSP00000342858,9606.ENSP00000352540,9606.ENSP00000369375,9606.ENSP00000373574,9606.ENSP00000415743,9606.ENSP00000434034","FERMT1,FOXF1,SPOCK2,LIMS2,FERMT2,EMP2,TEK,ACVRL1,CD36,FZD4",0.00014,0.0318,"Regulation of cell-substrate adhesion"
"GO_BP","biological_process","GO:0003018",11,262,9606,"9606.ENSP00000161559,9606.ENSP00000253796,9606.ENSP00000285238,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000347712,9606.ENSP00000364210,9606.ENSP00000366416,9606.ENSP00000369375,9606.ENSP00000415743,9606.ENSP00000497290","CEACAM1,RAMP2,ABCC3,CAV1,FERMT2,C2CD4A,AGER,EDNRB,TEK,CD36,CDH5",0.00014,0.0319,"Vascular process in circulatory system"
"GO_BP","biological_process","GO:0031623",6,70,9606,"9606.ENSP00000161559,9606.ENSP00000242249,9606.ENSP00000253796,9606.ENSP00000339191,9606.ENSP00000376177,9606.ENSP00000415743","CEACAM1,RAMP3,RAMP2,CAV1,CALCRL,CD36",0.00014,0.0319,"Receptor internalization"
"GO_BP","biological_process","GO:0050680",8,139,9606,"9606.ENSP00000161559,9606.ENSP00000222693,9606.ENSP00000326888,9606.ENSP00000339191,9606.ENSP00000361097,9606.ENSP00000368664,9606.ENSP00000368727,9606.ENSP00000373574","CEACAM1,CAV2,LIMS2,CAV1,MMRN2,RGCC,XDH,ACVRL1",0.00015,0.0342,"Negative regulation of epithelial cell proliferation"
"GO_BP","biological_process","GO:0001955",3,8,9606,"9606.ENSP00000305416,9606.ENSP00000373574,9606.ENSP00000497290","S1PR1,ACVRL1,CDH5",0.00017,0.0375,"Blood vessel maturation"
"GO_BP","biological_process","GO:0042692",11,269,9606,"9606.ENSP00000222693,9606.ENSP00000253796,9606.ENSP00000257566,9606.ENSP00000262426,9606.ENSP00000279022,9606.ENSP00000298159,9606.ENSP00000313172,9606.ENSP00000355094,9606.ENSP00000358365,9606.ENSP00000366416,9606.ENSP00000383376","CAV2,RAMP2,TBX3,FOXF1,MYL9,CFL2,BVES,QKI,NRAP,EDNRB,JAM2",0.00018,0.0375,"Muscle cell differentiation"
"GO_BP","biological_process","GO:0045602",3,8,9606,"9606.ENSP00000364163,9606.ENSP00000368727,9606.ENSP00000373574","NOTCH4,XDH,ACVRL1",0.00017,0.0375,"Negative regulation of endothelial cell differentiation"
"GO_BP","biological_process","GO:0061484",4,24,9606,"9606.ENSP00000296420,9606.ENSP00000345681,9606.ENSP00000356214,9606.ENSP00000423014","EMCN,GATA2,MYCT1,OCIAD2",0.00019,0.0395,"Hematopoietic stem cell homeostasis"
"GO_BP","biological_process","GO:0030335",16,529,9606,"9606.ENSP00000217289,9606.ENSP00000231721,9606.ENSP00000262426,9606.ENSP00000305416,9606.ENSP00000339191,9606.ENSP00000342858,9606.ENSP00000345681,9606.ENSP00000348278,9606.ENSP00000356437,9606.ENSP00000364210,9606.ENSP00000369375,9606.ENSP00000371936,9606.ENSP00000383376,9606.ENSP00000434034,9606.ENSP00000457421,9606.ENSP00000497290","FERMT1,SEMA3G,FOXF1,S1PR1,CAV1,FERMT2,GATA2,STK39,SASH1,AGER,TEK,SEMA5A,JAM2,FZD4,PECAM1,CDH5",2e-04,0.0398,"Positive regulation of cell migration"
